"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Entrez","Symbol","Name"
"ENSG00000071462",788.106232272039,0.350394057869353,0.0723170894400689,4.84524557863648,1.26455165024313e-06,4.01226312621814e-06,"114049","BUD23","BUD23 rRNA methyltransferase and ribosome maturation factor"
"ENSG00000175931",684.815300133896,-0.37459443150346,0.0773383212876532,-4.84358110270053,1.27519634701105e-06,4.04516654374706e-06,"63893","UBE2O","ubiquitin conjugating enzyme E2 O"
"ENSG00000163001",535.542319368874,0.414883935329717,0.0856748188452338,4.84254231198526,1.28188327201104e-06,4.06550369332874e-06,"112942","CFAP36","cilia and flagella associated protein 36"
"ENSG00000132481",66.1224731033568,-1.10986895856537,0.229276404617256,-4.84074652347299,1.29352279073821e-06,4.10153590574436e-06,"91107","TRIM47","tripartite motif containing 47"
"ENSG00000010072",258.835015785145,0.570168015027511,0.117805076835158,4.83992736429632,1.29886592332728e-06,4.11759216562647e-06,"83932","SPRTN","SprT-like N-terminal domain"
"ENSG00000173153",335.73356490365,-0.507682244922371,0.104962082004986,-4.83681568833835,1.31935660452827e-06,4.1816511048468e-06,"2101","ESRRA","estrogen related receptor alpha"
"ENSG00000112992",1309.29135343404,-0.294886476523852,0.0609915104769552,-4.83487741519815,1.33227709185081e-06,4.22169421193232e-06,"23530","NNT","nicotinamide nucleotide transhydrogenase"
"ENSG00000125734",696.403449379449,0.357111524865794,0.073867872689121,4.83446337176551,1.33505282818434e-06,4.22958052058916e-06,"56927","GPR108","G protein-coupled receptor 108"
"ENSG00000146007",808.257514761419,-0.341195493324795,0.0705814917876703,-4.83406463483671,1.3377312070774e-06,4.23715506767822e-06,"153527","ZMAT2","zinc finger matrin-type 2"
"ENSG00000051523",1059.50387334999,0.341712263829899,0.0706906544179201,4.83391003582611,1.33877106272789e-06,4.23953758540689e-06,"1535","CYBA","cytochrome b-245 alpha chain"
"ENSG00000152778",292.633425653173,-0.546095388728798,0.113028950708877,-4.83146472920331,1.35532231275918e-06,4.29102905380126e-06,"24138","IFIT5","interferon induced protein with tetratricopeptide repeats 5"
"ENSG00000163516",245.664542614264,0.56829980167519,0.117628741159379,4.83130054843637,1.35644060519197e-06,4.29364725930398e-06,"55139","ANKZF1","ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1"
"ENSG00000011198",452.961844116737,0.440029707216948,0.0911024677363421,4.83005255675871,1.36497016946297e-06,4.319142679655e-06,"51099","ABHD5","abhydrolase domain containing 5, lysophosphatidic acid acyltransferase"
"ENSG00000115020",1033.87987998248,0.343563240738244,0.071130570243078,4.83003636220219,1.36508119160218e-06,4.319142679655e-06,"200576","PIKFYVE","phosphoinositide kinase, FYVE-type zinc finger containing"
"ENSG00000205213",369.809149488779,0.492297463540367,0.1019289070063,4.82981205233506,1.36661984632877e-06,4.32308291375689e-06,"55366","LGR4","leucine rich repeat containing G protein-coupled receptor 4"
"ENSG00000205531",1891.48669712697,0.252120752716742,0.052203784424054,4.82954934203146,1.36842402974785e-06,4.32786123399654e-06,"4676","NAP1L4","nucleosome assembly protein 1 like 4"
"ENSG00000243279",975.317152106762,0.317797751700039,0.0658068232695168,4.82925228586821,1.37046684548673e-06,4.33339205509193e-06,"11230","PRAF2","PRA1 domain family member 2"
"ENSG00000128272",3834.24860066821,-0.226414756598485,0.046893153057515,-4.82831163689898,1.37695492883766e-06,4.35297334646277e-06,"468","ATF4","activating transcription factor 4"
"ENSG00000239590",7.39906384003076,6.25055134007875,1.29460342273721,4.82815913375469,1.3780095912148e-06,4.35537322653307e-06,"26219","OR1J4","olfactory receptor family 1 subfamily J member 4"
"ENSG00000178913",2059.57731621168,0.243409538376279,0.0504157246856173,4.82804799284617,1.3787786950989e-06,4.35686972735154e-06,"6879","TAF7","TATA-box binding protein associated factor 7"
"ENSG00000124226",1572.40103960977,0.261322764201267,0.0541311224621085,4.82758812888448,1.38196538018576e-06,4.36600338117421e-06,"55905","RNF114","ring finger protein 114"
"ENSG00000147650",1005.36436241701,-0.334562391925262,0.0693256870016865,-4.82595133773608,1.39336530059247e-06,4.40107539651345e-06,"29967","LRP12","LDL receptor related protein 12"
"ENSG00000136560",533.297608513006,0.419166191996168,0.0868641307850093,4.82553832298874,1.39625612233315e-06,4.40926135224897e-06,"10010","TANK","TRAF family member associated NFKB activator"
"ENSG00000104689",79.3111180579124,1.01928510348882,0.211241735541671,4.82520701165013,1.39857924410454e-06,4.41565143522124e-06,"8797","TNFRSF10A","TNF receptor superfamily member 10a"
"ENSG00000163870",628.198696352393,0.407304477854975,0.0844362631797669,4.82380984800113,1.40841696865063e-06,4.44575910986786e-06,"131601","TPRA1","transmembrane protein adipocyte associated 1"
"ENSG00000166145",41.1941954911536,1.44082372841235,0.298721189424843,4.82330607743799,1.41198041939102e-06,4.45605298093895e-06,"6692","SPINT1","serine peptidase inhibitor, Kunitz type 1"
"ENSG00000250588",99.954740113239,-0.881909032660599,0.182852620000575,-4.8230593177053,1.41372905081196e-06,4.46061630290445e-06,NA,NA,NA
"ENSG00000188064",28.8328056943472,1.76935584683692,0.367122005212558,4.81953089630921,1.43896168248527e-06,4.53925883486041e-06,"7477","WNT7B","Wnt family member 7B"
"ENSG00000171530",1200.66839079656,0.322395910306297,0.0669069675771893,4.81857005302706,1.44590758806177e-06,4.56019388676534e-06,"6902","TBCA","tubulin folding cofactor A"
"ENSG00000177556",509.698779266785,-0.416961077857215,0.0865668417166463,-4.81663728962213,1.45997725065229e-06,4.6031657880537e-06,"475","ATOX1","antioxidant 1 copper chaperone"
"ENSG00000135736",157.465413976328,-0.717502823899377,0.148964194375073,-4.81661265587618,1.46015742021652e-06,4.6031657880537e-06,"92922","CCDC102A","coiled-coil domain containing 102A"
"ENSG00000128973",307.79282872546,-0.559697031995378,0.116205514750234,-4.81644122654904,1.46141183500628e-06,4.60613507791329e-06,"54982","CLN6","CLN6 transmembrane ER protein"
"ENSG00000197122",747.739216211134,0.348862964227696,0.0724400957906982,4.81588214951659,1.46551002241468e-06,4.61806429556287e-06,"6714","SRC","SRC proto-oncogene, non-receptor tyrosine kinase"
"ENSG00000131115",169.608904299231,0.70833318696725,0.147120397338774,4.81464976835382,1.47458277485344e-06,4.64566073873235e-06,"7770","ZNF227","zinc finger protein 227"
"ENSG00000184831",71.437813679379,-1.03456835462902,0.214961721366648,-4.81280270762448,1.48828197969799e-06,4.68781787065377e-06,"79135","APOO","apolipoprotein O"
"ENSG00000164823",359.013105052865,0.520842368247888,0.108301487390781,4.80918942847526,1.51543546419483e-06,4.77232646822723e-06,"734","OSGIN2","oxidative stress induced growth inhibitor family member 2"
"ENSG00000173705",208.08885348024,-0.628027793425639,0.130607067264832,-4.80852840950932,1.52045423382461e-06,4.78710841660054e-06,"26032","SUSD5","sushi domain containing 5"
"ENSG00000174243",1499.33095385821,-0.278766070550096,0.0579867949945379,-4.80740607540655,1.52901214724302e-06,4.81302456772054e-06,"9416","DDX23","DEAD-box helicase 23"
"ENSG00000121440",230.768649665112,-0.592528874996656,0.12327224164143,-4.80666910171214,1.53465681554627e-06,4.82976129564829e-06,"23024","PDZRN3","PDZ domain containing ring finger 3"
"ENSG00000181458",380.776995049562,-0.489483948142858,0.101851794390611,-4.80584511123722,1.54099168898243e-06,4.84854043999737e-06,"55076","TMEM45A","transmembrane protein 45A"
"ENSG00000171723",123.788239082132,-0.77927461456629,0.162152691961249,-4.8058074469249,1.54128185380565e-06,4.84854043999737e-06,"10243","GPHN","gephyrin"
"ENSG00000138614",366.752865378518,-0.477646940194149,0.0993938197027251,-4.80560000232141,1.54288094290535e-06,4.85253506968398e-06,"81556","INTS14","integrator complex subunit 14"
"ENSG00000104517",2816.18206976108,0.229482131529736,0.0477610263516614,4.80479899741002,1.54907048109938e-06,4.87096239608334e-06,"51366","UBR5","ubiquitin protein ligase E3 component n-recognin 5"
"ENSG00000255529",322.181423192256,-0.567920885149511,0.118209198580889,-4.80437133461226,1.55238489171704e-06,4.88034311734765e-06,"81488","POLR2M","RNA polymerase II subunit M"
"ENSG00000123106",294.642288118829,0.529474750486061,0.110209444501846,4.80425931624391,1.55325416643351e-06,4.8820345286622e-06,"55297","CCDC91","coiled-coil domain containing 91"
"ENSG00000166821",36.4387206247471,-1.48585686167846,0.30932112058329,-4.80360622926931,1.55833151702719e-06,4.89694880553236e-06,"8800","PEX11A","peroxisomal biogenesis factor 11 alpha"
"ENSG00000089009",9084.42260183497,-0.173132714665079,0.036047689795467,-4.80287961995419,1.56399920945292e-06,4.91371143656302e-06,"6128","RPL6","ribosomal protein L6"
"ENSG00000106804",36.4072794726976,-1.49072745166779,0.310409009923234,-4.80246192607765,1.56726626658862e-06,4.9229263079674e-06,"727","C5","complement C5"
"ENSG00000153560",1997.06083066195,0.24510013091687,0.0510394465076716,4.80217062855549,1.56954857718304e-06,4.92904473269203e-06,"7342","UBP1","upstream binding protein 1"
"ENSG00000151322",7.3095690583722,6.23705942004225,1.29914600846965,4.80089180075248,1.57960602649468e-06,4.95957256465245e-06,"64067","NPAS3","neuronal PAS domain protein 3"
"ENSG00000113522",855.780994184913,0.330356209127062,0.0688237976444167,4.80002877542258,1.5864283435841e-06,4.97993203998774e-06,"10111","RAD50","RAD50 double strand break repair protein"
"ENSG00000110583",436.142005646479,0.440672524565863,0.0918318707125127,4.79868831100506,1.59708106909533e-06,5.01230425816162e-06,"79829","NAA40","N-alpha-acetyltransferase 40, NatD catalytic subunit"
"ENSG00000235173",334.865163244662,-0.507534876352288,0.105768389696813,-4.79854971610274,1.59818640252038e-06,5.0147053864904e-06,"51236","HGH1","HGH1 homolog"
"ENSG00000146281",212.475205788128,-0.614992944856834,0.128164440719334,-4.79846782309612,1.59883986793188e-06,5.01568794669648e-06,"135293","PM20D2","peptidase M20 domain containing 2"
"ENSG00000083844",318.926410236559,0.550805049540679,0.114800026374402,4.7979522909195,1.60295945945847e-06,5.02754128825258e-06,"9422","ZNF264","zinc finger protein 264"
"ENSG00000159788",379.676350518101,0.46976550026532,0.0979115525233224,4.79785569893218,1.6037324552717e-06,5.02889551612646e-06,"6002","RGS12","regulator of G protein signaling 12"
"ENSG00000130204",1055.72993471532,-0.318426167014057,0.0663855838095642,-4.79661620401659,1.61368360602359e-06,5.0590233962084e-06,"10452","TOMM40","translocase of outer mitochondrial membrane 40"
"ENSG00000005339",1482.65534014971,-0.279787070057661,0.0583339371882947,-4.79630012208062,1.61623071768153e-06,5.06593116061045e-06,"1387","CREBBP","CREB binding protein"
"ENSG00000110756",485.785074558296,-0.4450841547452,0.0928006620513869,-4.7961312441795,1.61759318530973e-06,5.06912361579731e-06,"11234","HPS5","HPS5 biogenesis of lysosomal organelles complex 2 subunit 2"
"ENSG00000130312",359.708882722947,0.468639971378969,0.0977383586637375,4.79484183882496,1.62803226358624e-06,5.10075244488392e-06,"64981","MRPL34","mitochondrial ribosomal protein L34"
"ENSG00000118418",198.332356462407,-0.642731116379247,0.13409638342818,-4.793053324391,1.64261941028166e-06,5.14536128984719e-06,"9324","HMGN3","high mobility group nucleosomal binding domain 3"
"ENSG00000132763",86.3312140700617,-0.934814703748038,0.195090121751306,-4.79170700882389,1.65368276959671e-06,5.17891556700304e-06,"25974","MMACHC","metabolism of cobalamin associated C"
"ENSG00000063978",1320.71242423127,0.281727132163994,0.0588132341322969,4.79019962633351,1.66615468232993e-06,5.21686588234088e-06,"6047","RNF4","ring finger protein 4"
"ENSG00000186297",22.4416524359002,-1.97287709475173,0.41189378518,-4.78977145501134,1.66971377895259e-06,5.2268992511052e-06,"2558","GABRA5","gamma-aminobutyric acid type A receptor subunit alpha5"
"ENSG00000178177",187.979621545674,0.673046121190543,0.140533983408892,4.78920546379359,1.67442969381474e-06,5.2399348093652e-06,"254251","LCORL","ligand dependent nuclear receptor corepressor like"
"ENSG00000177606",2391.1282533282,-0.334258633679816,0.06979445106849,-4.7891863688677,1.67458901832746e-06,5.2399348093652e-06,"3725","JUN","Jun proto-oncogene, AP-1 transcription factor subunit"
"ENSG00000163961",436.8997403992,0.429307572502903,0.0896975722484006,4.78616713631911,1.69996506955485e-06,5.31820955107183e-06,"165918","RNF168","ring finger protein 168"
"ENSG00000160216",2333.93089988629,0.232446858133822,0.0485749190807399,4.7853267186602,1.70709411056857e-06,5.33937882036495e-06,"56894","AGPAT3","1-acylglycerol-3-phosphate O-acyltransferase 3"
"ENSG00000186017",108.935698849966,0.899002612229657,0.187922362916918,4.78390436494838,1.71922507408435e-06,5.37618059449505e-06,"84924","ZNF566","zinc finger protein 566"
"ENSG00000109911",79.6167755146198,-0.98190476597528,0.205262471398027,-4.78365460226412,1.72136378252276e-06,5.38172664972855e-06,"26610","ELP4","elongator acetyltransferase complex subunit 4"
"ENSG00000215788",53.392055126377,1.21642916910152,0.254308220318366,4.78328686181942,1.72451738456018e-06,5.39044267521694e-06,"8718","TNFRSF25","TNF receptor superfamily member 25"
"ENSG00000100065",348.35158388537,-0.508794159767374,0.106397873170027,-4.78199558514019,1.73563491955943e-06,5.42404313919995e-06,"29775","CARD10","caspase recruitment domain family member 10"
"ENSG00000172765",273.007007910043,0.547380448117173,0.114488126572089,4.78111105934209,1.74329015842426e-06,5.4468116079832e-06,"23023","TMCC1","transmembrane and coiled-coil domain family 1"
"ENSG00000141034",331.352312527952,0.517308648647829,0.108229613825848,4.77973292485574,1.75528209517505e-06,5.48311732062101e-06,"79018","GID4","GID complex subunit 4 homolog"
"ENSG00000112561",75.5889351965136,-0.988431619766563,0.206852489308562,-4.77843715137563,1.766629642561e-06,5.51739514135706e-06,"7942","TFEB","transcription factor EB"
"ENSG00000137055",1040.79487262614,0.318147830509234,0.0665929345008843,4.77750129039604,1.77486911835315e-06,5.54195361573913e-06,"9373","PLAA","phospholipase A2 activating protein"
"ENSG00000276600",145.169685971079,-0.763512293102056,0.159840227068224,-4.77672177465169,1.78176028274443e-06,5.56229253274463e-06,"338382","RAB7B","RAB7B, member RAS oncogene family"
"ENSG00000144747",1231.62435754154,0.281241584287165,0.0588803008446683,4.77649706697503,1.78375153862489e-06,5.56633796324354e-06,"7110","TMF1","TATA element modulatory factor 1"
"ENSG00000179021",263.042476370565,-0.537990284219333,0.112632969025787,-4.77649030184192,1.78381152126471e-06,5.56633796324354e-06,"285237","C3orf38","chromosome 3 open reading frame 38"
"ENSG00000154027",1350.71557437187,0.284124186439424,0.0595348183281769,4.77240368607881,1.82040168698964e-06,5.67931415386396e-06,"26289","AK5","adenylate kinase 5"
"ENSG00000130414",1071.02879429704,-0.329766790193158,0.0691148909627703,-4.77128424279497,1.83054996894136e-06,5.70976623116566e-06,"4705","NDUFA10","NADH:ubiquinone oxidoreductase subunit A10"
"ENSG00000173715",79.861525234657,-0.981408262999732,0.205697437002782,-4.77112538347504,1.83199450079885e-06,5.71306283384965e-06,"79703","C11orf80","chromosome 11 open reading frame 80"
"ENSG00000177432",222.823146587073,-0.586140431894552,0.122875957055329,-4.77017999241806,1.8406137662017e-06,5.73872766792483e-06,"266812","NAP1L5","nucleosome assembly protein 1 like 5"
"ENSG00000116183",15.6925593685169,-2.6088366857597,0.546969415246377,-4.76962077410595,1.84573056656169e-06,5.75346385151991e-06,"60676","PAPPA2","pappalysin 2"
"ENSG00000204310",1198.47408526759,0.283914857665631,0.0595319130736763,4.76912034246674,1.85032105942783e-06,5.7665535575909e-06,"10554","AGPAT1","1-acylglycerol-3-phosphate O-acyltransferase 1"
"ENSG00000081019",278.343739141751,0.533562012150328,0.111904015983922,4.76803274180068,1.86033555102675e-06,5.7965381291823e-06,"54665","RSBN1","round spermatid basic protein 1"
"ENSG00000132953",641.978819512623,-0.369829355318389,0.0775659133869577,-4.76793657380658,1.86122355566465e-06,5.79807921441251e-06,"64328","XPO4","exportin 4"
"ENSG00000112699",199.624327673351,-0.621751097046289,0.130443559786022,-4.76643766902867,1.87511703207843e-06,5.84012570134654e-06,"2762","GMDS","GDP-mannose 4,6-dehydratase"
"ENSG00000108256",2138.46646827234,0.269500685415464,0.0565472593686929,4.76593717227384,1.87977833032722e-06,5.85340651433817e-06,"57532","NUFIP2","nuclear FMR1 interacting protein 2"
"ENSG00000179409",430.436069034688,-0.456733752247584,0.0958380678367315,-4.76568197332264,1.88215936941737e-06,5.85958276013376e-06,"50628","GEMIN4","gem nuclear organelle associated protein 4"
"ENSG00000116698",1315.19391808134,-0.298380913600293,0.0626356904501131,-4.7637522865329,1.90025762601525e-06,5.91467727396258e-06,"9887","SMG7","SMG7 nonsense mediated mRNA decay factor"
"ENSG00000234745",3315.27690273071,0.225964897950071,0.0474371226178293,4.76346130372465,1.90300117776713e-06,5.92196608064442e-06,"3106","HLA-B","major histocompatibility complex, class I, B"
"ENSG00000198001",311.78795187298,-0.505842389297641,0.106204070429011,-4.76292845701952,1.90803502839629e-06,5.93637750654519e-06,"51135","IRAK4","interleukin 1 receptor associated kinase 4"
"ENSG00000272391",686.530071234009,-0.361311877543765,0.0758856024304328,-4.76127046464438,1.92378019614667e-06,5.98410142060143e-06,"100101267","POM121C","POM121 transmembrane nucleoporin C"
"ENSG00000084090",2333.05832464298,0.236413685196442,0.0496551378793132,4.76111224927108,1.92528919980955e-06,5.98753159459658e-06,"56910","STARD7","StAR related lipid transfer domain containing 7"
"ENSG00000124212",35.6452157145129,-1.54689248172347,0.324951803332525,-4.76037512597069,1.93233463112071e-06,6.00817463996984e-06,"5740","PTGIS","prostaglandin I2 synthase"
"ENSG00000231925",3150.62386739265,0.220602593540645,0.0463425575515655,4.7602593640884,1.93344333221443e-06,6.01035389794902e-06,"6892","TAPBP","TAP binding protein"
"ENSG00000149657",542.303872065486,-0.400708345091682,0.0842016880295802,-4.7589110678032,1.94640163748288e-06,6.04936046672769e-06,"149986","LSM14B","LSM family member 14B"
"ENSG00000101639",343.572090447493,-0.476328522194372,0.100101974589319,-4.75843282960769,1.95101793832225e-06,6.06242934324127e-06,"55125","CEP192","centrosomal protein 192"
"ENSG00000185338",58.6366000448917,-1.26579511647081,0.266021784917028,-4.75823856630995,1.95289611057297e-06,6.06698627268644e-06,"8651","SOCS1","suppressor of cytokine signaling 1"
"ENSG00000111678",282.774640379103,0.529793094274131,0.111365607475584,4.75724154237013,1.96256288212697e-06,6.09573272008162e-06,"113246","C12orf57","chromosome 12 open reading frame 57"
"ENSG00000106330",234.968062177631,0.572922388015422,0.120436543854283,4.75704773385563,1.96444730581657e-06,6.10030012497357e-06,"64598","MOSPD3","motile sperm domain containing 3"
"ENSG00000168291",836.437125422147,-0.334153325678396,0.0702546987329644,-4.75631284034824,1.97160856863662e-06,6.12124859586401e-06,"5162","PDHB","pyruvate dehydrogenase E1 subunit beta"
"ENSG00000167740",233.334483834497,0.587912639180764,0.123608412592737,4.75625102571141,1.97221207131217e-06,6.1218326678599e-06,"124936","CYB5D2","cytochrome b5 domain containing 2"
"ENSG00000116212",509.787045147747,-0.411715136122719,0.0865799832282947,-4.75531549870027,1.98136741313677e-06,6.14895618757837e-06,"115353","LRRC42","leucine rich repeat containing 42"
"ENSG00000122779",365.374387593538,0.46734978798241,0.0983377849176102,4.75249456121029,2.00922176244225e-06,6.23408638628923e-06,"8805","TRIM24","tripartite motif containing 24"
"ENSG00000079156",271.945278050366,0.564998407468229,0.118938418310051,4.75034404775235,2.03070853016048e-06,6.29942797674282e-06,"114880","OSBPL6","oxysterol binding protein like 6"
"ENSG00000187514",7776.34991314127,0.217906439936555,0.0459081907986734,4.74656997249502,2.06895171586374e-06,6.41671094031983e-06,"5757","PTMA","prothymosin alpha"
"ENSG00000143222",879.359535202374,0.325684399217342,0.0686195398671782,4.74623408795433,2.07238860033241e-06,6.42601792377425e-06,"51506","UFC1","ubiquitin-fold modifier conjugating enzyme 1"
"ENSG00000064042",59.1291723621511,1.17786038228428,0.248263632225014,4.74439357761723,2.09131889340366e-06,6.48335251387949e-06,"22998","LIMCH1","LIM and calponin homology domains 1"
"ENSG00000095002",351.109318711169,-0.475429424858912,0.10021004613685,-4.74432896887056,2.09198642522568e-06,6.48405803048918e-06,"4436","MSH2","mutS homolog 2"
"ENSG00000138650",216.203560329829,-0.605082119522361,0.12755559932918,-4.74367352514914,2.09876999066033e-06,6.50371575322791e-06,"57575","PCDH10","protocadherin 10"
"ENSG00000115268",3347.1825616755,-0.217708241051155,0.0459062289382114,-4.74245535054044,2.11143374494363e-06,6.54158304245935e-06,"6209","RPS15","ribosomal protein S15"
"ENSG00000111328",2922.25976104964,0.222009200311172,0.0468256392892625,4.74118888029961,2.12467736388424e-06,6.58123055673097e-06,"8099","CDK2AP1","cyclin dependent kinase 2 associated protein 1"
"ENSG00000141510",796.303459621212,-0.335083507248897,0.0707047128490737,-4.73919621120824,2.14567657904997e-06,6.64487947510788e-06,"7157","TP53","tumor protein p53"
"ENSG00000114933",220.187960661006,0.622296297120127,0.131310844014625,4.73910819620365,2.14660868334594e-06,6.64636949057824e-06,"54891","INO80D","INO80 complex subunit D"
"ENSG00000157823",276.689981198467,0.549397330956345,0.115950966317873,4.73818673878236,2.15639055992561e-06,6.67525395340973e-06,"10239","AP3S2","adaptor related protein complex 3 subunit sigma 2"
"ENSG00000115159",737.186689974721,-0.343014750411325,0.0724470809699008,-4.73469387336441,2.19385975573972e-06,6.78981627049391e-06,"2820","GPD2","glycerol-3-phosphate dehydrogenase 2"
"ENSG00000087111",1552.32867330444,0.280881729452221,0.0593416743416095,4.7332963312643,2.20902613647137e-06,6.83531958835083e-06,"94005","PIGS","phosphatidylinositol glycan anchor biosynthesis class S"
"ENSG00000166965",95.2768184835116,-0.895253127468448,0.189209091052452,-4.73155450665037,2.22806971442732e-06,6.89279837347393e-06,"91433","RCCD1","RCC1 domain containing 1"
"ENSG00000152944",333.839206257549,-0.501394183598184,0.105972738387297,-4.73135064006508,2.23030889061006e-06,6.89827752986591e-06,"9412","MED21","mediator complex subunit 21"
"ENSG00000107331",1189.98832695114,0.291336099466323,0.0616119535559237,4.72856455041445,2.26112740867622e-06,6.99213087475243e-06,"20","ABCA2","ATP binding cassette subfamily A member 2"
"ENSG00000112658",1312.57244559878,-0.275947002832218,0.0583712828569491,-4.72744454680708,2.2736312852453e-06,7.02932198068916e-06,"6722","SRF","serum response factor"
"ENSG00000000457",84.5774256485737,-0.945716212391566,0.20006140259256,-4.72712977184105,2.27715741210292e-06,7.03874705108489e-06,"57147","SCYL3","SCY1 like pseudokinase 3"
"ENSG00000118855",1500.8809312046,0.272271661033733,0.0576208732342031,4.72522622014197,2.29859326005115e-06,7.10351592925853e-06,"64747","MFSD1","major facilitator superfamily domain containing 1"
"ENSG00000146833",396.193967782325,-0.456235715780693,0.096584832740601,-4.72367868572088,2.3161626610817e-06,7.15631138344279e-06,"89122","TRIM4","tripartite motif containing 4"
"ENSG00000198937",123.936486730149,-0.784289996605683,0.166085652823295,-4.72220196792145,2.3330482477442e-06,7.20697234861748e-06,"154467","CCDC167","coiled-coil domain containing 167"
"ENSG00000145348",396.871897312286,0.45042679203791,0.0953989379396225,4.72150740632965,2.34103104876186e-06,7.23011642846863e-06,"93627","TBCK","TBC1 domain containing kinase"
"ENSG00000101493",943.703688255571,0.333072189875218,0.0705631176795785,4.72020229304029,2.35610209309323e-06,7.27513778504253e-06,"9658","ZNF516","zinc finger protein 516"
"ENSG00000141934",73.0669428521327,1.0078363071271,0.21352704434907,4.71994688166761,2.359062383579e-06,7.28275270406101e-06,"8612","PLPP2","phospholipid phosphatase 2"
"ENSG00000239789",47.4910880005213,-1.30979539018607,0.277537409374999,-4.71934717966731,2.36602714298792e-06,7.30272419546721e-06,"51373","MRPS17","mitochondrial ribosomal protein S17"
"ENSG00000131507",1538.72739828515,0.266238247998714,0.0564223615086437,4.71866545248957,2.37396849530507e-06,7.32570093882037e-06,"80762","NDFIP1","Nedd4 family interacting protein 1"
"ENSG00000133121",1170.52998183093,0.298839594821454,0.0633512852062454,4.71718282981248,2.39132781725368e-06,7.37772438155426e-06,"90627","STARD13","StAR related lipid transfer domain containing 13"
"ENSG00000078747",1581.86201973631,0.262280859334173,0.055606145872814,4.71676026484697,2.39629770371362e-06,7.39151016268969e-06,"83737","ITCH","itchy E3 ubiquitin protein ligase"
"ENSG00000100528",1823.08564717627,0.262780755488937,0.055723345436637,4.71581082273219,2.40750051353176e-06,7.42451194150054e-06,"10175","CNIH1","cornichon family AMPA receptor auxiliary protein 1"
"ENSG00000120539",178.438941943266,-0.655367976890729,0.139003192247882,-4.71476925308322,2.41984820287131e-06,7.46102987738856e-06,"84930","MASTL","microtubule associated serine/threonine kinase like"
"ENSG00000175970",746.994991776289,-0.357532196985278,0.0758537831039803,-4.71343922946036,2.43570388728974e-06,7.50834634822762e-06,"84747","UNC119B","unc-119 lipid binding chaperone B"
"ENSG00000145730",3067.44456262729,-0.229199070643488,0.0486313007646531,-4.71299486215013,2.44102354061158e-06,7.52317125502583e-06,"5066","PAM","peptidylglycine alpha-amidating monooxygenase"
"ENSG00000197283",344.600295024633,0.476052208616947,0.10105727775769,4.71071672599772,2.46847141995265e-06,7.60617432307382e-06,"8831","SYNGAP1","synaptic Ras GTPase activating protein 1"
"ENSG00000204178",584.627772269159,0.3723057290134,0.0790499176449615,4.70975479930978,2.4801498378364e-06,7.64056193771589e-06,"55219","MACO1","macoilin 1"
"ENSG00000106263",3877.21323657439,-0.203700553159273,0.0432622692907281,-4.70850365685578,2.49541889908033e-06,7.68599451089778e-06,"8662","EIF3B","eukaryotic translation initiation factor 3 subunit B"
"ENSG00000088247",3077.85861165185,-0.218921322624528,0.0464977149758899,-4.70821679598757,2.49893247151132e-06,7.69520826684787e-06,"8570","KHSRP","KH-type splicing regulatory protein"
"ENSG00000138686",343.494137451569,-0.490439797246717,0.104253062377886,-4.70432029582995,2.54713104987217e-06,7.84199235701191e-06,"55212","BBS7","Bardet-Biedl syndrome 7"
"ENSG00000204438",269.655041668455,0.556546538997052,0.118328188689013,4.70341467374061,2.55846046089886e-06,7.87522770942509e-06,"7918","GPANK1","G-patch domain and ankyrin repeats 1"
"ENSG00000120278",28.2967657330311,1.69458240378524,0.360306544614414,4.70316853555551,2.56154802087352e-06,7.88308513920107e-06,"57480","PLEKHG1","pleckstrin homology and RhoGEF domain containing G1"
"ENSG00000168701",475.309705377938,0.411431018096672,0.0874948619386383,4.70234490323804,2.571905701727e-06,7.91330819040763e-06,"29100","TMEM208","transmembrane protein 208"
"ENSG00000164885",244.556931108582,-0.551900321808465,0.117380102618973,-4.70182176957183,2.57850529038892e-06,7.93195804002336e-06,"1020","CDK5","cyclin dependent kinase 5"
"ENSG00000135387",7618.14203237923,0.191442030527951,0.0407204880701377,4.70136876056611,2.58423335147459e-06,7.94791968573299e-06,"4076","CAPRIN1","cell cycle associated protein 1"
"ENSG00000226887",11.9943138057467,3.40217383826375,0.723670973981212,4.70127165602207,2.58546277607572e-06,7.9500418096816e-06,"100288413","ERVMER34-1","endogenous retrovirus group MER34 member 1, envelope"
"ENSG00000215252",79.4738090700349,1.01694371146551,0.216351965457606,4.70041355674572,2.59635145662725e-06,7.98185810758707e-06,"440270","GOLGA8B","golgin A8 family member B"
"ENSG00000178567",749.824524027557,0.346211206780562,0.0737217383119631,4.69618886786859,2.65060473145439e-06,8.14694734769027e-06,"9852","EPM2AIP1","EPM2A interacting protein 1"
"ENSG00000140612",1746.49582062544,-0.253528448893417,0.0540299722887417,-4.69236681334085,2.70062347967476e-06,8.29895513833332e-06,"23478","SEC11A","SEC11 homolog A, signal peptidase complex subunit"
"ENSG00000186806",44.5863080179187,1.3625270352535,0.290476161910423,4.69066730396168,2.72315454835471e-06,8.36644814126573e-06,"147645","VSIG10L","V-set and immunoglobulin domain containing 10 like"
