tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status
SREBF1	-	-	SREBF1	SREBF1	TSS29261	chr17:17714662-17740325	-	-	0	0	0	OK
SMCR5	-	-	SMCR5	SMCR5	TSS26519	chr17:17679999-17682843	-	-	0	0	0	OK
MIR33B	-	-	MIR33B	MIR33B	TSS24154	chr17:17717149-17717245	-	-	0	0	0	OK
MYO15A	-	-	MYO15A	MYO15A	TSS4065	chr17:18012019-18083116	-	-	0	0	0	OK
DRG2	-	-	DRG2	DRG2	TSS16783	chr17:17991180-18011299	-	-	0	0	0	OK
ALKBH5	-	-	ALKBH5	ALKBH5	TSS19896	chr17:18086866-18113267	-	-	0	0	0	OK
LLGL1	-	-	LLGL1	LLGL1	TSS17413	chr17:18128935-18148188	-	-	0	0	0	OK
FLII	-	-	FLII	FLII	TSS27609,TSS29114	chr17:18148130-18162230	-	-	0	0	0	OK
TOP3A	-	-	TOP3A	TOP3A	TSS1952	chr17:18177234-18218321	-	-	0	0	0	OK
SMCR7	-	-	SMCR7	SMCR7	TSS13966,TSS8939	chr17:18163847-18169095	-	-	0	0	0	OK
EVPLL	-	-	EVPLL	EVPLL	TSS3391	chr17:18281078-18292960	-	-	0	0	0	OK
LOC339240	-	-	LOC339240	LOC339240	TSS2337	chr17:18325494-18328647	-	-	0	0	0	OK
SMCR8	-	-	SMCR8	SMCR8	TSS10340	chr17:18218593-18231370	-	-	0	0	0	OK
SHMT1	-	-	SHMT1	SHMT1	TSS9632	chr17:18231186-18266856	-	-	0	0	0	OK
LGALS9C	-	-	LGALS9C	LGALS9C	TSS4395	chr17:18380098-18398259	-	-	0	0	0	OK
USP32P2	-	-	USP32P2	USP32P2	TSS112	chr17:18414575-18424566	-	-	0	0	0	OK
FAM106A	-	-	FAM106A	FAM106A	TSS9089	chr17:18427879-18430160	-	-	0	0	0	OK
CCDC144B	-	-	CCDC144B	CCDC144B	TSS7583	chr17:18441114-18528930	-	-	0	0	0	OK
TBC1D28	-	-	TBC1D28	TBC1D28	TSS21850	chr17:18538841-18547740	-	-	0	0	0	OK
ZNF286B	-	-	ZNF286B	ZNF286B	TSS7071	chr17:18561741-18585572	-	-	0	0	0	OK
FOXO3B	-	-	FOXO3B	FOXO3B	TSS27491	chr17:18569235-18576494	-	-	0	0	0	OK
TRIM16L	-	-	TRIM16L	TRIM16L	TSS28810	chr17:18625401-18639431	-	-	0	0	0	OK
FBXW10	-	-	FBXW10	FBXW10	TSS26983	chr17:18647325-18682662	-	-	0	0	0	OK
FAM18B1	-	-	FAM18B1	FAM18B1	TSS16254	chr17:18684581-18710026	-	-	0	0	0	OK
PRPSAP2	-	-	PRPSAP2	PRPSAP2	TSS23413,TSS23986,TSS6093	chr17:18759611-18834599	-	-	0	0	0	OK
GRAPL	-	-	GRAPL	GRAPL	TSS7345	chr17:19030781-19062148	-	-	0	0	0	OK
SLC5A10	-	-	SLC5A10	SLC5A10	TSS10506	chr17:18855477-18924003	-	-	0	0	0	OK
FAM83G	-	-	FAM83G	FAM83G	TSS21413	chr17:18874380-18908060	-	-	0	0	0	OK
GRAP	-	-	GRAP	GRAP	TSS29274	chr17:18923989-18950336	-	-	0	0	0	OK
RNF112	-	-	RNF112	RNF112	TSS26326	chr17:19314490-19320589	-	-	0	0	0	OK
EPN2	-	-	EPN2	EPN2	TSS5225	chr17:19140689-19240028	-	-	0	0	0	OK
ALDH3A2	-	-	ALDH3A2	ALDH3A2	TSS14881	chr17:19552063-19580908	-	-	0	0	0	OK
SLC47A1	-	-	SLC47A1	SLC47A1	TSS11274	chr17:19437166-19482346	-	-	0	0	0	OK
SNORA59B	-	-	SNORA59B	SNORA59B	TSS16968	chr17:19460872-19461024	-	-	0	0	0	OK
AKAP10	-	-	AKAP10	AKAP10	TSS12355	chr17:19808749-19881129	-	-	0	0	0	OK
SLC47A2	-	-	SLC47A2	SLC47A2	TSS17642	chr17:19581627-19620043	-	-	0	0	0	OK
ALDH3A1	-	-	ALDH3A1	ALDH3A1	TSS23172,TSS25002,TSS7384	chr17:19641297-19651746	-	-	0	0	0	OK
ULK2	-	-	ULK2	ULK2	TSS13666	chr17:19674142-19771239	-	-	0	0	0	OK
B9D1	-	-	B9D1	B9D1	TSS4164,TSS4743	chr17:19240866-19281495	-	-	0	0	0	OK
MFAP4	-	-	MFAP4	MFAP4	TSS3925	chr17:19286754-19290532	-	-	0	0	0	OK
MAPK7	-	-	MAPK7	MAPK7	TSS13343,TSS8061	chr17:19281033-19286857	-	-	0	0	0	OK
MIR1180	-	-	MIR1180	MIR1180	TSS1502	chr17:19247818-19247887	-	-	0	0	0	OK
CCDC144C	-	-	CCDC144C	CCDC144C	TSS8189	chr17:20224486-20305504	-	-	0	0	0	OK
LGALS9B	-	-	LGALS9B	LGALS9B	TSS17435	chr17:20353175-20370848	-	-	0	0	0	OK
KRT16P3	-	-	KRT16P3	KRT16P3	TSS25121	chr17:20404826-20407811	-	-	0	0	0	OK
SPECC1	-	-	SPECC1	SPECC1	TSS12308,TSS12312,TSS18217	chr17:19912648-20218072	-	-	0	0	0	OK
CDRT15L2	-	-	CDRT15L2	CDRT15L2	TSS17699	chr17:20483036-20484224	-	-	0	0	0	OK
CCDC144NL	-	-	CCDC144NL	CCDC144NL	TSS20253	chr17:20766707-20799453	-	-	0	0	0	OK
USP22	-	-	USP22	USP22	TSS19851	chr17:20902905-20946352	-	-	0	0	0	OK
DHRS7B	-	-	DHRS7B	DHRS7B	TSS17035	chr17:21030240-21095285	-	-	0	0	0	OK
TMEM11	-	-	TMEM11	TMEM11	TSS21264	chr17:21101262-21117908	-	-	0	0	0	OK
C17orf103	-	-	C17orf103	C17orf103	TSS10631	chr17:21142183-21156578	-	-	0	0	0	OK
MAP2K3	-	-	MAP2K3	MAP2K3	TSS24747,TSS3055	chr17:21187967-21218551	-	-	0	0	0	OK
FAM27L	-	-	FAM27L	FAM27L	TSS2961	chr17:21825369-21826499	-	-	0	0	0	OK
C17orf51	-	-	C17orf51	C17orf51	TSS1228	chr17:21431570-21454941	-	-	0	0	0	OK
MTRNR2L1	-	-	MTRNR2L1	MTRNR2L1	TSS12527	chr17:22022436-22023991	-	-	0	0	0	OK
FLJ36000	-	-	FLJ36000	FLJ36000	TSS19460	chr17:21904061-21913070	-	-	0	0	0	OK
KCNJ12	-	-	KCNJ12	KCNJ12	TSS2672	chr17:21279698-21323179	-	-	0	0	0	OK
KCNJ18	-	-	KCNJ18	KCNJ18	TSS1130	chr17:21308447-21320482	-	-	0	0	0	OK
MIR4522	-	-	MIR4522	MIR4522	TSS12091	chr17:25620935-25621022	-	-	0	0	0	OK
WSB1	-	-	WSB1	WSB1	TSS27090	chr17:25621105-25640645	-	-	0	0	0	OK
KSR1	-	-	KSR1	KSR1	TSS9558	chr17:25799035-25950718	-	-	0	0	0	OK
TBC1D3P5	-	-	TBC1D3P5	TBC1D3P5	TSS26114	chr17:25745030-25758649	-	-	0	0	0	OK
NOS2	-	-	NOS2	NOS2	TSS6536	chr17:26083791-26127555	-	-	0	0	0	OK
LGALS9	-	-	LGALS9	LGALS9	TSS24552	chr17:25958173-25976586	-	-	0	0	0	OK
C17orf108	-	-	C17orf108	C17orf108	TSS18756	chr17:26205339-26220409	-	-	0	0	0	OK
NLK	-	-	NLK	NLK	TSS13099	chr17:26369687-26523404	-	-	0	0	0	OK
PPY2	-	-	PPY2	PPY2	TSS28047	chr17:26574469-26575315	-	-	0	0	0	OK
PYY2	-	-	PYY2	PYY2	TSS27487	chr17:26553588-26555085	-	-	0	0	0	OK
KRT18P55	-	-	KRT18P55	KRT18P55	TSS28768	chr17:26603011-26634408	-	-	0	0	0	OK
TMEM97	-	-	TMEM97	TMEM97	TSS19938	chr17:26646120-26655711	-	-	0	0	0	OK
IFT20	-	-	IFT20	IFT20	TSS21798	chr17:26655352-26662495	-	-	0	0	0	OK
SEBOX	-	-	SEBOX	SEBOX	TSS18339	chr17:26691289-26692265	-	-	0	0	0	OK
VTN	-	-	VTN	VTN	TSS21722	chr17:26694298-26697373	-	-	0	0	0	OK
SLC13A2	-	-	SLC13A2	SLC13A2	TSS16796	chr17:26800663-26824798	-	-	0	0	0	OK
TMEM199	-	-	TMEM199	TMEM199	TSS21234	chr17:26684686-26689089	-	-	0	0	0	OK
MIR4723	-	-	MIR4723	MIR4723	TSS12900	chr17:26687675-26687759	-	-	0	0	0	OK
TNFAIP1	-	-	TNFAIP1	TNFAIP1	TSS27424	chr17:26662547-26674035	-	-	0	0	0	OK
POLDIP2	-	-	POLDIP2	POLDIP2	TSS14071	chr17:26673658-26684603	-	-	0	0	0	OK
SARM1	-	-	SARM1	SARM1	TSS15195	chr17:26698986-26728065	-	-	0	0	0	OK
SLC46A1	-	-	SLC46A1	SLC46A1	TSS20566	chr17:26721660-26733230	-	-	0	0	0	OK
FOXN1	-	-	FOXN1	FOXN1	TSS12400	chr17:26850958-26865175	-	-	0	0	0	OK
PIGS	-	-	PIGS	PIGS	TSS7108	chr17:26880405-26898887	-	-	0	0	0	OK
ALDOC	-	-	ALDOC	ALDOC	TSS11294	chr17:26900132-26903951	-	-	0	0	0	OK
UNC119	-	-	UNC119	UNC119	TSS25314	chr17:26873724-26879646	-	-	0	0	0	OK
SPAG5	-	-	SPAG5	SPAG5	TSS13200	chr17:26904582-26926056	-	-	0	0	0	OK
SUPT6H	-	-	SUPT6H	SUPT6H	TSS7561	chr17:26989301-27029249	-	-	0	0	0	OK
SDF2	-	-	SDF2	SDF2	TSS13211,TSS13974	chr17:26975373-26989207	-	-	0	0	0	OK
PROCA1	-	-	PROCA1	PROCA1	TSS18914	chr17:27030533-27038872	-	-	0	0	0	OK
RAB34	-	-	RAB34	RAB34	TSS10724,TSS27876,TSS8488	chr17:27041298-27045286	-	-	0	0	0	OK
SPAG5-AS1	-	-	SPAG5-AS1	SPAG5-AS1	TSS1452	chr17:26926150-26944395	-	-	0	0	0	OK
KIAA0100	-	-	KIAA0100	KIAA0100	TSS386	chr17:26941457-26972177	-	-	0	0	0	OK
SGK494	-	-	SGK494	SGK494	TSS2497	chr17:26934981-26941211	-	-	0	0	0	OK
NEK8	-	-	NEK8	NEK8	TSS17603	chr17:27055831-27069784	-	-	0	0	0	OK
TRAF4	-	-	TRAF4	TRAF4	TSS13832	chr17:27071022-27077976	-	-	0	0	0	OK
ERAL1	-	-	ERAL1	ERAL1	TSS22316	chr17:27182042-27188072	-	-	0	0	0	OK
C17orf63	-	-	C17orf63	C17orf63	TSS15236	chr17:27082995-27169841	-	-	0	0	0	OK
MIR4732	-	-	MIR4732	MIR4732	TSS28613	chr17:27188672-27188748	-	-	0	0	0	OK
MIR144	-	-	MIR144	MIR144	TSS1075	chr17:27188550-27188636	-	-	0	0	0	OK
DHRS13	-	-	DHRS13	DHRS13	TSS21476	chr17:27224798-27230089	-	-	0	0	0	OK
FLOT2	-	-	FLOT2	FLOT2	TSS7262	chr17:27206356-27224715	-	-	0	0	0	OK
MIR451A	-	-	MIR451A	MIR451A	TSS25770	chr17:27188386-27188458	-	-	0	0	0	OK
MIR451B	-	-	MIR451B	MIR451B	TSS3072	chr17:27188388-27188456	-	-	0	0	0	OK
PHF12	-	-	PHF12	PHF12	TSS12899	chr17:27232270-27278508	-	-	0	0	0	OK
SEZ6	-	-	SEZ6	SEZ6	TSS143	chr17:27281946-27333081	-	-	0	0	0	OK
PIPOX	-	-	PIPOX	PIPOX	TSS19298	chr17:27369917-27384236	-	-	0	0	0	OK
MYO18A	-	-	MYO18A	MYO18A	TSS20310	chr17:27400527-27507407	-	-	0	0	0	OK
TIAF1	-	-	TIAF1	TIAF1	TSS10619	chr17:27400538-27402627	-	-	0	0	0	OK
RPL23A	-	-	RPL23A	RPL23A	TSS3345	chr17:27046999-27051374	-	-	0	0	0	OK
TLCD1	-	-	TLCD1	TLCD1	TSS12118,TSS19550	chr17:27051365-27053949	-	-	0	0	0	OK
SNORD42B	-	-	SNORD42B	SNORD42B	TSS28421	chr17:27047567-27047634	-	-	0	0	0	OK
SNORD4A	-	-	SNORD4A	SNORD4A	TSS12070	chr17:27049599-27049671	-	-	0	0	0	OK
SNORD42A	-	-	SNORD42A	SNORD42A	TSS4973	chr17:27050446-27050509	-	-	0	0	0	OK
SNORD4B	-	-	SNORD4B	SNORD4B	TSS19670	chr17:27050698-27050772	-	-	0	0	0	OK
CRYBA1	-	-	CRYBA1	CRYBA1	TSS9049	chr17:27573874-27581502	-	-	0	0	0	OK
NUFIP2	-	-	NUFIP2	NUFIP2	TSS22912	chr17:27582853-27621166	-	-	0	0	0	OK
MIR4523	-	-	MIR4523	MIR4523	TSS26812	chr17:27717679-27717748	-	-	0	0	0	OK
ABHD15	-	-	ABHD15	ABHD15	TSS22921	chr17:27887688-27894042	-	-	0	0	0	OK
TAOK1	-	-	TAOK1	TAOK1	TSS9910	chr17:27717942-27878921	-	-	0	0	0	OK
TP53I13	-	-	TP53I13	TP53I13	TSS12378	chr17:27895738-27900175	-	-	0	0	0	OK
GIT1	-	-	GIT1	GIT1	TSS12485	chr17:27900486-27916610	-	-	0	0	0	OK
SLC6A4	-	-	SLC6A4	SLC6A4	TSS25926	chr17:28523377-28562954	-	-	0	0	0	OK
ANKRD13B	-	-	ANKRD13B	ANKRD13B	TSS10982	chr17:27920526-27941779	-	-	0	0	0	OK
CORO6	-	-	CORO6	CORO6	TSS2573	chr17:27941773-27948441	-	-	0	0	0	OK
SSH2	-	-	SSH2	SSH2	TSS26005	chr17:27952964-28257018	-	-	0	0	0	OK
EFCAB5	-	-	EFCAB5	EFCAB5	TSS2498,TSS3422	chr17:28256873-28435470	-	-	0	0	0	OK
BLMH	-	-	BLMH	BLMH	TSS7218	chr17:28575212-28619184	-	-	0	0	0	OK
TMIGD1	-	-	TMIGD1	TMIGD1	TSS1823	chr17:28643365-28661065	-	-	0	0	0	OK
CPD	-	-	CPD	CPD	TSS17343,TSS20934	chr17:28705941-28796675	-	-	0	0	0	OK
NSRP1	-	-	NSRP1	NSRP1	TSS10226	chr17:28443833-28513486	-	-	0	0	0	OK
MIR423	-	-	MIR423	MIR423	TSS21000	chr17:28444096-28444190	-	-	0	0	0	OK
MIR3184	-	-	MIR3184	MIR3184	TSS6021	chr17:28444103-28444178	-	-	0	0	0	OK
GOSR1	-	-	GOSR1	GOSR1	TSS16341	chr17:28804425-28853832	-	-	0	0	0	OK
TBC1D29	-	-	TBC1D29	TBC1D29	TSS937	chr17:28886583-28890509	-	-	0	0	0	OK
SUZ12P	-	-	SUZ12P	SUZ12P	TSS11508	chr17:29036625-29097068	-	-	0	0	0	OK
CRLF3	-	-	CRLF3	CRLF3	TSS11204	chr17:29109701-29151778	-	-	0	0	0	OK
ATAD5	-	-	ATAD5	ATAD5	TSS7609	chr17:29159022-29222295	-	-	0	0	0	OK
LRRC37BP1	-	-	LRRC37BP1	LRRC37BP1	TSS8494	chr17:28903482-28964484	-	-	0	0	0	OK
SH3GL1P2	-	-	SH3GL1P2	SH3GL1P2	TSS23377	chr17:28951335-28953825	-	-	0	0	0	OK
TEFM	-	-	TEFM	TEFM	TSS21698	chr17:29226000-29233286	-	-	0	0	0	OK
ADAP2	-	-	ADAP2	ADAP2	TSS21285	chr17:29248753-29286211	-	-	0	0	0	OK
MIR4733	-	-	MIR4733	MIR4733	TSS20840	chr17:29421367-29421443	-	-	0	0	0	OK
RNF135	-	-	RNF135	RNF135	TSS15739	chr17:29297955-29326929	-	-	0	0	0	OK
DPRXP4	-	-	DPRXP4	DPRXP4	TSS15009	chr17:29302352-29303017	-	-	0	0	0	OK
MIR193A	-	-	MIR193A	MIR193A	TSS10077	chr17:29887014-29887102	-	-	0	0	0	OK
MIR4725	-	-	MIR4725	MIR4725	TSS23681	chr17:29902287-29902377	-	-	0	0	0	OK
MIR365B	-	-	MIR365B	MIR365B	TSS27889	chr17:29902429-29902540	-	-	0	0	0	OK
RAB11FIP4	-	-	RAB11FIP4	RAB11FIP4	TSS12815	chr17:29718641-29865232	-	-	0	0	0	OK
MIR4724	-	-	MIR4724	MIR4724	TSS26430	chr17:29861900-29861989	-	-	0	0	0	OK
C17orf79	-	-	C17orf79	C17orf79	TSS17164	chr17:30178883-30186326	-	-	0	0	0	OK
UTP6	-	-	UTP6	UTP6	TSS29027	chr17:30190189-30228729	-	-	0	0	0	OK
NF1	-	-	NF1	NF1	TSS21241	chr17:29421944-29704695	-	-	0	0	0	OK
OMG	-	-	OMG	OMG	TSS2356	chr17:29621667-29624380	-	-	0	0	0	OK
EVI2B	-	-	EVI2B	EVI2B	TSS2514	chr17:29630787-29641130	-	-	0	0	0	OK
EVI2A	-	-	EVI2A	EVI2A	TSS5023	chr17:29643427-29648767	-	-	0	0	0	OK
SUZ12	-	-	SUZ12	SUZ12	TSS6293	chr17:30264043-30328057	-	-	0	0	0	OK
LRRC37B	-	-	LRRC37B	LRRC37B	TSS26262	chr17:30348154-30380519	-	-	0	0	0	OK
SH3GL1P1	-	-	SH3GL1P1	SH3GL1P1	TSS4624	chr17:30367354-30369851	-	-	0	0	0	OK
RHOT1	-	-	RHOT1	RHOT1	TSS22984	chr17:30469472-30552746	-	-	0	0	0	OK
ARGFXP2	-	-	ARGFXP2	ARGFXP2	TSS17205	chr17:30477386-30478590	-	-	0	0	0	OK
RHBDL3	-	-	RHBDL3	RHBDL3	TSS13435	chr17:30593194-30651680	-	-	0	0	0	OK
C17orf75	-	-	C17orf75	C17orf75	TSS11792	chr17:30655459-30669228	-	-	0	0	0	OK
PSMD11	-	-	PSMD11	PSMD11	TSS9757	chr17:30771501-30808042	-	-	0	0	0	OK
CDK5R1	-	-	CDK5R1	CDK5R1	TSS27042	chr17:30814104-30818271	-	-	0	0	0	OK
MYO1D	-	-	MYO1D	MYO1D	TSS24072	chr17:30819627-31203902	-	-	0	0	0	OK
MIR632	-	-	MIR632	MIR632	TSS8343	chr17:30677127-30677221	-	-	0	0	0	OK
ZNF207	-	-	ZNF207	ZNF207	TSS20263	chr17:30677156-30697468	-	-	0	0	0	OK
SPACA3	-	-	SPACA3	SPACA3	TSS20483	chr17:31318881-31324892	-	-	0	0	0	OK
TMEM98	-	-	TMEM98	TMEM98	TSS14817	chr17:31254927-31268667	-	-	0	0	0	OK
CCL2	-	-	CCL2	CCL2	TSS12679	chr17:32582295-32584220	-	-	0	0	0	OK
CCL7	-	-	CCL7	CCL7	TSS26640	chr17:32597239-32599256	-	-	0	0	0	OK
CCL11	-	-	CCL11	CCL11	TSS26239	chr17:32612686-32615199	-	-	0	0	0	OK
ACCN1	-	-	ACCN1	ACCN1	TSS12298,TSS12368	chr17:31340105-32483825	-	-	0	0	0	OK
AA06	-	-	AA06	AA06	TSS22694	chr17:31856805-31860779	-	-	0	0	0	OK
CCL8	-	-	CCL8	CCL8	TSS967	chr17:32646065-32648421	-	-	0	0	0	OK
CCL13	-	-	CCL13	CCL13	TSS12241	chr17:32683470-32685629	-	-	0	0	0	OK
CCL1	-	-	CCL1	CCL1	TSS17821	chr17:32687398-32690252	-	-	0	0	0	OK
C17orf102	-	-	C17orf102	C17orf102	TSS10918	chr17:32901141-32906388	-	-	0	0	0	OK
TMEM132E	-	-	TMEM132E	TMEM132E	TSS6127	chr17:32907767-32966337	-	-	0	0	0	OK
ZNF830	-	-	ZNF830	ZNF830	TSS8924	chr17:33288548-33290205	-	-	0	0	0	OK
CCT6B	-	-	CCT6B	CCT6B	TSS1338	chr17:33254877-33288528	-	-	0	0	0	OK
LIG3	-	-	LIG3	LIG3	TSS15675	chr17:33307516-33332088	-	-	0	0	0	OK
FNDC8	-	-	FNDC8	FNDC8	TSS24657	chr17:33448630-33457751	-	-	0	0	0	OK
NLE1	-	-	NLE1	NLE1	TSS22847	chr17:33458367-33469322	-	-	0	0	0	OK
UNC45B	-	-	UNC45B	UNC45B	TSS10591	chr17:33474835-33516364	-	-	0	0	0	OK
SLC35G3	-	-	SLC35G3	SLC35G3	TSS28033	chr17:33519538-33521412	-	-	0	0	0	OK
SLFN5	-	-	SLFN5	SLFN5	TSS28313	chr17:33570085-33594761	-	-	0	0	0	OK
RFFL	-	-	RFFL	RFFL	TSS15808,TSS5728	chr17:33336130-33416348	-	-	0	0	0	OK
RAD51L3-RFFL	-	-	RAD51L3-RFFL	RAD51L3-RFFL	TSS13111	chr17:33336130-33448541	-	-	0	0	0	OK
RAD51D	-	-	RAD51D	RAD51D	TSS4896	chr17:33426810-33446888	-	-	0	0	0	OK
SLFN11	-	-	SLFN11	SLFN11	TSS3726	chr17:33677328-33700720	-	-	0	0	0	OK
SLFN12	-	-	SLFN12	SLFN12	TSS24391	chr17:33738080-33759543	-	-	0	0	0	OK
SLFN13	-	-	SLFN13	SLFN13	TSS37	chr17:33762114-33775856	-	-	0	0	0	OK
SLFN14	-	-	SLFN14	SLFN14	TSS13727	chr17:33875143-33885110	-	-	0	0	0	OK
SLFN12L	-	-	SLFN12L	SLFN12L	TSS15072	chr17:33801941-33814758	-	-	0	0	0	OK
SNORD7	-	-	SNORD7	SNORD7	TSS6136	chr17:33900675-33900772	-	-	0	0	0	OK
PEX12	-	-	PEX12	PEX12	TSS19722	chr17:33901813-33905656	-	-	0	0	0	OK
RASL10B	-	-	RASL10B	RASL10B	TSS6848	chr17:34058678-34070540	-	-	0	0	0	OK
AP2B1	-	-	AP2B1	AP2B1	TSS18502	chr17:33914281-34053436	-	-	0	0	0	OK
GAS2L2	-	-	GAS2L2	GAS2L2	TSS15091	chr17:34071529-34079897	-	-	0	0	0	OK
C17orf50	-	-	C17orf50	C17orf50	TSS1997	chr17:34087915-34092098	-	-	0	0	0	OK
MMP28	-	-	MMP28	MMP28	TSS22247	chr17:34092875-34122640	-	-	0	0	0	OK
TAF15	-	-	TAF15	TAF15	TSS29278	chr17:34136487-34174238	-	-	0	0	0	OK
C17orf66	-	-	C17orf66	C17orf66	TSS9811	chr17:34181959-34195895	-	-	0	0	0	OK
CCL5	-	-	CCL5	CCL5	TSS1131	chr17:34198495-34207377	-	-	0	0	0	OK
CCL16	-	-	CCL16	CCL16	TSS28	chr17:34303534-34308523	-	-	0	0	0	OK
LYZL6	-	-	LYZL6	LYZL6	TSS28971,TSS7142	chr17:34261522-34270703	-	-	0	0	0	OK
RDM1	-	-	RDM1	RDM1	TSS22270,TSS27916	chr17:34245084-34257780	-	-	0	0	0	OK
CCL23	-	-	CCL23	CCL23	TSS896	chr17:34340096-34345005	-	-	0	0	0	OK
CCL18	-	-	CCL18	CCL18	TSS3442	chr17:34391642-34398841	-	-	0	0	0	OK
CCL14	-	-	CCL14	CCL14	TSS27029	chr17:34310691-34313764	-	-	0	0	0	OK
CCL14-CCL15	-	-	CCL14-CCL15	CCL14-CCL15	TSS1318	chr17:34310691-34329084	-	-	0	0	0	OK
CCL15	-	-	CCL15	CCL15	TSS1318	chr17:34324617-34329084	-	-	0	0	0	OK
CCL3	-	-	CCL3	CCL3	TSS12240	chr17:34415602-34417506	-	-	0	0	0	OK
CCL4	-	-	CCL4	CCL4	TSS16687	chr17:34431219-34433014	-	-	0	0	0	OK
TBC1D3B	-	-	TBC1D3B	TBC1D3B	TSS9453	chr17:34493060-34503988	-	-	0	0	0	OK
CCL4L1	-	-	CCL4L1	CCL4L1	TSS1021	chr17:34538467-34540274	-	-	0	0	0	OK
TBC1D3C	-	-	TBC1D3C	TBC1D3C	TSS2311	chr17:34581084-34592032	-	-	0	0	0	OK
CCL3L3	-	-	CCL3L3	CCL3L3	TSS19210	chr17:34522267-34524147	-	-	0	0	0	OK
CCL3L1	-	-	CCL3L1	CCL3L1	TSS657	chr17:34522267-34524156	-	-	0	0	0	OK
CCL3L3	-	-	CCL3L3	CCL3L3	TSS19783	chr17:34623841-34625721	-	-	0	0	0	OK
CCL3L1	-	-	CCL3L1	CCL3L1	TSS1211	chr17:34623841-34625730	-	-	0	0	0	OK
TBC1D3H	-	-	TBC1D3H	TBC1D3H	TSS17640	chr17:34745935-34757050	-	-	0	0	0	OK
TBC1D3G	-	-	TBC1D3G	TBC1D3G	TSS2700	chr17:34797174-34808103	-	-	0	0	0	OK
CCL4L1	-	-	CCL4L1	CCL4L1	TSS23425	chr17:34640033-34641840	-	-	0	0	0	OK
PIGW	-	-	PIGW	PIGW	TSS22822	chr17:34891402-34895150	-	-	0	0	0	OK
GGNBP2	-	-	GGNBP2	GGNBP2	TSS12054	chr17:34900736-34946276	-	-	0	0	0	OK
ZNHIT3	-	-	ZNHIT3	ZNHIT3	TSS9380	chr17:34842472-34851662	-	-	0	0	0	OK
MYO19	-	-	MYO19	MYO19	TSS29185	chr17:34851598-34891305	-	-	0	0	0	OK
DHRS11	-	-	DHRS11	DHRS11	TSS8687	chr17:34948225-34957233	-	-	0	0	0	OK
MRM1	-	-	MRM1	MRM1	TSS18719	chr17:34958024-34965407	-	-	0	0	0	OK
LHX1	-	-	LHX1	LHX1	TSS64	chr17:35294771-35301915	-	-	0	0	0	OK
AATF	-	-	AATF	AATF	TSS17855	chr17:35306174-35414171	-	-	0	0	0	OK
MIR2909	-	-	MIR2909	MIR2909	TSS23232	chr17:35391041-35391110	-	-	0	0	0	OK
ACACA	-	-	ACACA	ACACA	TSS27787,TSS3339,TSS5703	chr17:35441926-35766902	-	-	0	0	0	OK
C17orf78	-	-	C17orf78	C17orf78	TSS4951	chr17:35732984-35749662	-	-	0	0	0	OK
DUSP14	-	-	DUSP14	DUSP14	TSS3270	chr17:35849950-35873588	-	-	0	0	0	OK
TADA2A	-	-	TADA2A	TADA2A	TSS23188,TSS27501	chr17:35766976-35837226	-	-	0	0	0	OK
DDX52	-	-	DDX52	DDX52	TSS15121	chr17:35972362-36003493	-	-	0	0	0	OK
HNF1B	-	-	HNF1B	HNF1B	TSS26170	chr17:36046433-36105096	-	-	0	0	0	OK
SYNRG	-	-	SYNRG	SYNRG	TSS25304	chr17:35874899-35969486	-	-	0	0	0	OK
LOC284100	-	-	LOC284100	LOC284100	TSS27834	chr17:36202572-36244363	-	-	0	0	0	OK
LOC440434	-	-	LOC440434	LOC440434	TSS11685	chr17:36351795-36413256	-	-	0	0	0	OK
MRPL45	-	-	MRPL45	MRPL45	TSS19739	chr17:36452988-36479101	-	-	0	0	0	OK
GPR179	-	-	GPR179	GPR179	TSS17165	chr17:36481492-36499693	-	-	0	0	0	OK
TBC1D3F	-	-	TBC1D3F	TBC1D3F	TSS632	chr17:36283959-36294915	-	-	0	0	0	OK
TBC1D3	-	-	TBC1D3	TBC1D3	TSS632	chr17:36283959-36295098	-	-	0	0	0	OK
TBC1D3	-	-	TBC1D3	TBC1D3	TSS17041	chr17:36337527-36348666	-	-	0	0	0	OK
TBC1D3F	-	-	TBC1D3F	TBC1D3F	TSS17041	chr17:36337710-36348666	-	-	0	0	0	OK
ARHGAP23	-	-	ARHGAP23	ARHGAP23	TSS14837	chr17:36584719-36668628	-	-	0	0	0	OK
SOCS7	-	-	SOCS7	SOCS7	TSS3124	chr17:36508006-36561846	-	-	0	0	0	OK
SRCIN1	-	-	SRCIN1	SRCIN1	TSS9861	chr17:36686258-36762183	-	-	0	0	0	OK
C17orf96	-	-	C17orf96	C17orf96	TSS12991	chr17:36827958-36831187	-	-	0	0	0	OK
MIR4734	-	-	MIR4734	MIR4734	TSS13860	chr17:36858514-36858584	-	-	0	0	0	OK
MLLT6	-	-	MLLT6	MLLT6	TSS8240	chr17:36861872-36886056	-	-	0	0	0	OK
MIR4726	-	-	MIR4726	MIR4726	TSS21610	chr17:36875943-36876001	-	-	0	0	0	OK
PSMB3	-	-	PSMB3	PSMB3	TSS13572	chr17:36909001-36920478	-	-	0	0	0	OK
